Grid_Number,num_Education
1570,876.0
1571,888.0
1572,880.0
1573,814.0
1574,787.0
1575,783.0
1576,796.0
1577,738.0
1578,714.0
1579,663.0
1580,605.0
1581,491.0
1582,441.0
1583,403.0
1584,314.0
1585,210.0
1586,176.0
1587,143.0
1588,110.0
1589,87.0
1590,70.0
1591,48.0
1592,33.0
1593,9.0
1594,9.0
1595,9.0
1596,9.0
1597,11.0
1598,14.0
1599,14.0
1600,15.0
1601,17.0
1602,23.0
1603,35.0
1604,51.0
1605,75.0
1606,105.0
1607,131.0
1608,138.0
1609,204.0
1610,253.0
1611,302.0
1612,365.0
1613,444.0
1614,507.0
1615,592.0
1616,696.0
1617,770.0
1618,803.0
1619,160.0
1620,173.0
1621,170.0
1622,854.0
1623,135.0
1624,152.0
1625,126.0
1626,911.0
1627,890.0
1628,847.0
1629,861.0
1630,875.0
1631,146.0
1632,126.0
1633,818.0
1634,778.0
1635,813.0
1636,797.0
1637,752.0
1638,708.0
1639,603.0
1640,504.0
1641,481.0
1642,429.0
1643,326.0
1644,250.0
1645,200.0
1646,149.0
1647,119.0
1648,80.0
1649,56.0
1650,40.0
1651,28.0
1652,9.0
1653,9.0
1654,9.0
1655,8.0
1656,9.0
1657,13.0
1658,18.0
1659,16.0
1660,20.0
1661,31.0
1662,52.0
1663,83.0
1664,98.0
1665,117.0
1666,137.0
1667,158.0
1668,199.0
1669,260.0
1670,328.0
1671,409.0
1672,463.0
1673,564.0
1674,600.0
1675,690.0
1676,116.0
1677,798.0
1678,145.0
1679,147.0
1680,142.0
1681,155.0
1682,144.0
1683,875.0
1684,870.0
1685,906.0
1686,157.0
1687,884.0
1688,850.0
1689,167.0
1690,178.0
1691,152.0
1692,822.0
1693,812.0
1694,801.0
1695,770.0
1696,734.0
1697,707.0
1698,613.0
1699,536.0
1700,494.0
1701,449.0
1702,327.0
1703,274.0
1704,202.0
1705,143.0
1706,114.0
1707,88.0
1708,52.0
1709,31.0
1710,26.0
1711,4.0
1712,5.0
1713,8.0
1714,10.0
1715,12.0
1716,12.0
1717,13.0
1718,22.0
1719,35.0
1720,40.0
1721,72.0
1722,101.0
1723,108.0
1724,122.0
1725,157.0
1726,187.0
1727,219.0
1728,320.0
1729,387.0
1730,446.0
1731,494.0
1732,587.0
1733,656.0
1734,734.0
1735,762.0
1736,112.0
1737,830.0
1738,120.0
1739,146.0
1740,860.0
1741,881.0
1742,140.0
1743,856.0
1744,881.0
1745,888.0
1746,898.0
1747,868.0
1748,165.0
1749,155.0
1750,117.0
1751,859.0
1752,807.0
1753,788.0
1754,755.0
1755,739.0
1756,668.0
1757,583.0
1758,530.0
1759,443.0
1760,388.0
1761,323.0
1762,248.0
1763,173.0
1764,124.0
1765,111.0
1766,87.0
1767,55.0
1768,33.0
1769,28.0
1770,4.0
1771,4.0
1772,6.0
1773,6.0
1774,6.0
1775,12.0
1776,13.0
1777,26.0
1778,38.0
1779,54.0
1780,88.0
1781,105.0
1782,117.0
1783,129.0
1784,162.0
1785,203.0
1786,275.0
1787,353.0
1788,393.0
1789,470.0
1790,534.0
1791,627.0
1792,645.0
1793,702.0
1794,145.0
1795,105.0
1796,130.0
1797,131.0
1798,817.0
1799,818.0
1800,143.0
1801,839.0
1802,824.0
1803,126.0
1804,880.0
1805,880.0
1806,166.0
1807,180.0
1808,143.0
1809,139.0
1810,124.0
1811,770.0
1812,726.0
1813,710.0
1814,746.0
1815,606.0
1816,566.0
1817,505.0
1818,440.0
1819,368.0
1820,322.0
1821,234.0
1822,165.0
1823,121.0
1824,112.0
1825,89.0
1826,66.0
1827,43.0
1828,34.0
1829,4.0
1830,4.0
1831,6.0
1832,7.0
1833,8.0
1834,10.0
1835,16.0
1836,32.0
1837,45.0
1838,59.0
1839,88.0
1840,114.0
1841,125.0
1842,46.0
1843,178.0
1844,236.0
1845,315.0
1846,359.0
1847,434.0
1848,504.0
1849,528.0
1850,631.0
1851,672.0
1852,712.0
1853,756.0
1854,133.0
1855,139.0
1856,163.0
1857,778.0
1858,812.0
1859,836.0
1860,830.0
1861,818.0
1862,867.0
1863,915.0
1864,880.0
1865,134.0
1866,156.0
1867,145.0
1868,146.0
1869,848.0
1870,744.0
1871,689.0
1872,652.0
1873,666.0
1874,578.0
1875,516.0
1876,434.0
1877,394.0
1878,357.0
1879,274.0
1880,229.0
1881,158.0
1882,130.0
1883,117.0
1884,87.0
1885,62.0
1886,45.0
1887,28.0
1888,2.0
1889,4.0
1890,8.0
1891,15.0
1892,16.0
1893,22.0
1894,24.0
1895,25.0
1896,47.0
1897,70.0
1898,91.0
1899,115.0
1900,134.0
1901,46.0
1902,186.0
1903,257.0
1904,326.0
1905,386.0
1906,434.0
1907,513.0
1908,576.0
1909,637.0
1910,661.0
1911,716.0
1912,746.0
1913,114.0
1914,150.0
1915,760.0
1916,761.0
1917,765.0
1918,795.0
1919,812.0
1920,787.0
1921,820.0
1922,879.0
1923,877.0
1924,832.0
1925,842.0
1926,819.0
1927,845.0
1928,787.0
1929,702.0
1930,668.0
1931,594.0
1932,592.0
1933,546.0
1934,471.0
1935,376.0
1936,371.0
1937,316.0
1938,254.0
1939,214.0
1940,152.0
1941,126.0
1942,104.0
1943,79.0
1944,61.0
1945,44.0
1946,28.0
1947,2.0
1948,9.0
1949,16.0
1950,17.0
1951,28.0
1952,44.0
1953,56.0
1954,67.0
1955,76.0
1956,75.0
1957,87.0
1958,111.0
1959,148.0
1960,180.0
1961,217.0
1962,291.0
1963,360.0
1964,454.0
1965,468.0
1966,506.0
1967,569.0
1968,645.0
1969,641.0
1970,720.0
1971,722.0
1972,697.0
1973,702.0
1974,771.0
1975,765.0
1976,764.0
1977,821.0
1978,825.0
1979,778.0
1980,759.0
1981,792.0
1982,882.0
1983,839.0
1984,132.0
1985,804.0
1986,767.0
1987,720.0
1988,668.0
1989,590.0
1990,514.0
1991,500.0
1992,450.0
1993,412.0
1994,320.0
1995,280.0
1996,255.0
1997,224.0
1998,191.0
1999,128.0
2000,117.0
2001,109.0
2002,81.0
2003,59.0
2004,40.0
2005,30.0
2006,5.0
2007,12.0
2008,14.0
2009,30.0
2010,74.0
2011,80.0
2012,85.0
2013,95.0
2014,101.0
2015,106.0
2016,101.0
2017,124.0
2018,159.0
2019,208.0
2020,266.0
2021,321.0
2022,400.0
2023,486.0
2024,476.0
2025,528.0
2026,573.0
2027,611.0
2028,635.0
2029,654.0
2030,722.0
2031,704.0
2032,709.0
2033,743.0
2034,779.0
2035,815.0
2036,812.0
2037,119.0
2038,743.0
2039,702.0
2040,796.0
2041,120.0
2042,812.0
2043,136.0
2044,774.0
2045,724.0
2046,680.0
2047,612.0
2048,536.0
2049,454.0
2050,426.0
2051,395.0
2052,325.0
2053,269.0
2054,209.0
2055,203.0
2056,191.0
2057,150.0
2058,111.0
2059,106.0
2060,92.0
2061,77.0
2062,58.0
2063,40.0
2064,29.0
2065,11.0
2066,15.0
2067,24.0
2068,69.0
2069,81.0
2070,84.0
2071,90.0
2072,97.0
2073,111.0
2074,115.0
2075,122.0
2076,126.0
2077,179.0
2078,219.0
2079,272.0
2080,341.0
2081,399.0
2082,476.0
2083,499.0
2084,525.0
2085,543.0
2086,589.0
2087,607.0
2088,633.0
2089,677.0
2090,682.0
2091,679.0
2092,679.0
2093,120.0
2094,777.0
2095,780.0
2096,770.0
2097,129.0
2098,148.0
2099,129.0
2100,131.0
2101,121.0
2102,131.0
2103,712.0
2104,692.0
2105,633.0
2106,537.0
2107,481.0
2108,389.0
2109,326.0
2110,296.0
2111,245.0
2112,191.0
2113,149.0
2114,145.0
2115,138.0
2116,103.0
2117,95.0
2118,92.0
2119,84.0
2120,55.0
2121,50.0
2122,46.0
2123,36.0
2124,15.0
2125,15.0
2126,40.0
2127,82.0
2128,84.0
2129,89.0
2130,95.0
2131,101.0
2132,110.0
2133,120.0
2134,128.0
2135,126.0
2136,177.0
2137,221.0
2138,266.0
2139,345.0
2140,366.0
2141,431.0
2142,489.0
2143,510.0
2144,534.0
2145,540.0
2146,587.0
2147,590.0
2148,575.0
2149,602.0
2150,606.0
2151,625.0
2152,134.0
2153,738.0
2154,753.0
2155,724.0
2156,780.0
2157,811.0
2158,797.0
2159,122.0
2160,746.0
2161,677.0
2162,653.0
2163,620.0
2164,580.0
2165,484.0
2166,411.0
2167,320.0
2168,247.0
2169,209.0
2170,161.0
2171,133.0
2172,123.0
2173,98.0
2174,95.0
2175,85.0
2176,74.0
2177,64.0
2178,60.0
2179,53.0
2180,56.0
2181,46.0
2182,38.0
2183,16.0
2184,23.0
2185,51.0
2186,82.0
2187,84.0
2188,93.0
2189,99.0
2190,105.0
2191,110.0
2192,116.0
2193,120.0
2194,139.0
2195,166.0
2196,212.0
2197,242.0
2198,311.0
2199,352.0
2200,397.0
2201,428.0
2202,450.0
2203,467.0
2204,463.0
2205,500.0
2206,514.0
2207,531.0
2208,527.0
2209,525.0
2210,584.0
2211,639.0
2212,123.0
2213,159.0
2214,148.0
2215,764.0
2216,119.0
2217,114.0
2218,112.0
2219,111.0
2220,664.0
2221,634.0
2222,552.0
2223,504.0
2224,423.0
2225,355.0
2226,264.0
2227,201.0
2228,167.0
2229,109.0
2230,91.0
2231,86.0
2232,79.0
2233,67.0
2234,64.0
2235,62.0
2236,60.0
2237,53.0
2238,48.0
2239,45.0
2240,42.0
2241,34.0
2242,17.0
2243,30.0
2244,55.0
2245,85.0
2246,87.0
2247,91.0
2248,97.0
2249,105.0
2250,110.0
2251,114.0
2252,130.0
2253,141.0
2254,154.0
2255,194.0
2256,219.0
2257,281.0
2258,317.0
2259,346.0
2260,376.0
2261,393.0
2262,362.0
2263,394.0
2264,434.0
2265,448.0
2266,417.0
2267,499.0
2268,510.0
2269,580.0
2270,616.0
2271,692.0
2272,727.0
2273,167.0
2274,739.0
2275,114.0
2276,763.0
2277,137.0
2278,138.0
2279,142.0
2280,572.0
2281,506.0
2282,459.0
2283,382.0
2284,314.0
2285,205.0
2286,155.0
2287,127.0
2288,92.0
2289,80.0
2290,81.0
2291,72.0
2292,67.0
2293,52.0
2294,46.0
2295,48.0
2296,45.0
2297,45.0
2298,44.0
2299,42.0
2300,33.0
2301,16.0
2302,30.0
2303,49.0
2304,89.0
2305,94.0
2306,98.0
2307,99.0
2308,103.0
2309,109.0
2310,116.0
2311,120.0
2312,135.0
2313,161.0
2314,188.0
2315,193.0
2316,238.0
2317,276.0
2318,291.0
2319,316.0
2320,304.0
2321,280.0
2322,308.0
2323,347.0
2324,383.0
2325,379.0
2326,436.0
2327,480.0
2328,563.0
2329,638.0
2330,662.0
2331,689.0
2332,711.0
2333,767.0
2334,781.0
2335,769.0
2336,781.0
2337,687.0
2338,594.0
2339,549.0
2340,473.0
2341,418.0
2342,342.0
2343,272.0
2344,176.0
2345,129.0
2346,103.0
2347,87.0
2348,73.0
2349,53.0
2350,57.0
2351,59.0
2352,55.0
2353,50.0
2354,44.0
2355,52.0
2356,49.0
2357,42.0
2358,28.0
2359,28.0
2360,20.0
2361,30.0
2362,54.0
2363,88.0
2364,106.0
2365,105.0
2366,98.0
2367,97.0
2368,104.0
2369,110.0
2370,97.0
2371,122.0
2372,156.0
2373,184.0
2374,201.0
2375,204.0
2376,229.0
2377,251.0
2378,274.0
2379,255.0
2380,241.0
2381,268.0
2382,263.0
2383,282.0
2384,295.0
2385,334.0
2386,416.0
2387,492.0
2388,591.0
2389,622.0
2390,647.0
2391,673.0
2392,721.0
2393,124.0
2394,767.0
2395,749.0
2396,684.0
2397,588.0
2398,562.0
2399,490.0
2400,393.0
2401,313.0
2402,247.0
2403,177.0
2404,116.0
2405,104.0
2406,85.0
2407,65.0
2408,53.0
2409,52.0
2410,51.0
2411,49.0
2412,51.0
2413,57.0
2414,51.0
2415,51.0
2416,40.0
2417,32.0
2418,28.0
2419,22.0
2420,31.0
2421,44.0
2422,63.0
2423,82.0
2424,97.0
2425,97.0
2426,94.0
2427,93.0
2428,77.0
2429,73.0
2430,111.0
2431,159.0
2432,182.0
2433,202.0
2434,221.0
2435,219.0
2436,209.0
2437,219.0
2438,197.0
2439,201.0
2440,203.0
2441,205.0
2442,242.0
2443,273.0
2444,304.0
2445,366.0
2446,433.0
2447,500.0
2448,564.0
2449,576.0
2450,647.0
2451,714.0
2452,715.0
2453,692.0
2454,715.0
2455,657.0
2456,560.0
2457,528.0
2458,446.0
2459,372.0
2460,260.0
2461,209.0
2462,168.0
2463,118.0
2464,94.0
2465,75.0
2466,70.0
2467,58.0
2468,47.0
2469,47.0
2470,53.0
2471,53.0
2472,56.0
2473,52.0
2474,51.0
2475,49.0
2476,41.0
2477,30.0
2478,26.0
2479,38.0
2480,42.0
2481,46.0
2482,52.0
2483,66.0
2484,79.0
2485,71.0
2486,45.0
2487,49.0
2488,85.0
2489,112.0
2490,133.0
2491,166.0
2492,183.0
2493,191.0
2494,194.0
2495,174.0
2496,153.0
2497,146.0
2498,188.0
2499,194.0
2500,199.0
2501,205.0
2502,224.0
2503,260.0
2504,281.0
2505,317.0
2506,419.0
2507,447.0
2508,516.0
2509,567.0
2510,639.0
2511,672.0
2512,643.0
2513,633.0
2514,618.0
2515,549.0
2516,467.0
2517,406.0
2518,351.0
2519,268.0
2520,217.0
2521,197.0
2522,154.0
2523,110.0
2524,80.0
2525,77.0
2526,59.0
2527,55.0
2528,56.0
2529,54.0
2530,49.0
2531,50.0
2532,48.0
2533,43.0
2534,42.0
2535,39.0
2536,36.0
2537,28.0
2538,36.0
2539,44.0
2540,44.0
2541,47.0
2542,48.0
2543,49.0
2544,44.0
2545,47.0
2546,55.0
2547,110.0
2548,122.0
2549,132.0
2550,140.0
2551,151.0
2552,155.0
2553,158.0
2554,157.0
2555,135.0
2556,128.0
2557,146.0
2558,170.0
2559,180.0
2560,189.0
2561,200.0
2562,218.0
2563,253.0
2564,255.0
2565,321.0
2566,362.0
2567,436.0
2568,509.0
2569,562.0
2570,601.0
2571,580.0
2572,552.0
2573,546.0
2574,475.0
2575,399.0
2576,363.0
2577,325.0
2578,274.0
2579,251.0
2580,225.0
2581,186.0
2582,149.0
2583,107.0
2584,76.0
2585,59.0
2586,60.0
2587,63.0
2588,62.0
2589,56.0
2590,63.0
2591,56.0
2592,53.0
2593,42.0
2594,41.0
2595,37.0
2596,30.0
2597,35.0
2598,39.0
2599,48.0
2600,58.0
2601,63.0
2602,67.0
2603,79.0
2604,80.0
2605,117.0
2606,141.0
2607,150.0
2608,147.0
2609,149.0
2610,154.0
2611,152.0
2612,144.0
2613,141.0
2614,134.0
2615,119.0
2616,137.0
2617,160.0
2618,169.0
2619,171.0
2620,167.0
2621,189.0
2622,226.0
2623,221.0
2624,244.0
2625,309.0
2626,402.0
2627,444.0
2628,484.0
2629,506.0
2630,494.0
2631,469.0
2632,453.0
2633,406.0
2634,345.0
2635,336.0
2636,305.0
2637,268.0
2638,247.0
2639,202.0
2640,185.0
2641,167.0
2642,130.0
2643,79.0
2644,61.0
2645,60.0
2646,63.0
2647,65.0
2648,70.0
2649,69.0
2650,61.0
2651,59.0
2652,54.0
2653,48.0
2654,34.0
2655,28.0
2656,34.0
2657,51.0
2658,60.0
2659,75.0
2660,87.0
2661,112.0
2662,147.0
2663,158.0
2664,174.0
2665,189.0
2666,171.0
2667,170.0
2668,154.0
2669,146.0
2670,145.0
2671,150.0
2672,131.0
2673,124.0
2674,116.0
2675,126.0
2676,132.0
2677,147.0
2678,157.0
2679,152.0
2680,161.0
2681,201.0
2682,190.0
2683,207.0
2684,260.0
2685,337.0
2686,383.0
2687,425.0
2688,448.0
2689,415.0
2690,391.0
2691,388.0
2692,362.0
2693,307.0
2694,320.0
2695,288.0
2696,265.0
2697,227.0
2698,201.0
2699,185.0
2700,167.0
2701,153.0
2702,97.0
2703,61.0
2704,56.0
2705,59.0
2706,70.0
2707,73.0
2708,64.0
2709,65.0
2710,62.0
2711,54.0
2712,53.0
2713,34.0
2714,29.0
2715,39.0
2716,51.0
2717,74.0
2718,95.0
2719,125.0
2720,157.0
2721,196.0
2722,222.0
2723,242.0
2724,242.0
2725,213.0
2726,198.0
2727,168.0
2728,145.0
2729,139.0
2730,129.0
2731,115.0
2732,110.0
2733,106.0
2734,106.0
2735,114.0
2736,119.0
2737,138.0
2738,139.0
2739,145.0
2740,133.0
2741,132.0
2742,145.0
2743,180.0
2744,275.0
2745,314.0
2746,335.0
2747,361.0
2748,364.0
2749,347.0
2750,313.0
2751,303.0
2752,261.0
2753,260.0
2754,232.0
2755,219.0
2756,204.0
2757,194.0
2758,170.0
2759,153.0
2760,139.0
2761,109.0
2762,67.0
2763,61.0
2764,66.0
2765,67.0
2766,65.0
2767,69.0
2768,66.0
2769,62.0
2770,57.0
2771,56.0
2772,47.0
2773,21.0
2774,38.0
2775,58.0
2776,76.0
2777,117.0
2778,149.0
2779,191.0
2780,211.0
2781,228.0
2782,239.0
2783,264.0
2784,247.0
2785,208.0
2786,171.0
2787,151.0
2788,140.0
2789,118.0
2790,103.0
2791,87.0
2792,93.0
2793,98.0
2794,95.0
2795,105.0
2796,108.0
2797,104.0
2798,113.0
2799,90.0
2800,78.0
2801,91.0
2802,121.0
2803,180.0
2804,207.0
2805,243.0
2806,255.0
2807,294.0
2808,285.0
2809,257.0
2810,238.0
2811,208.0
2812,216.0
2813,206.0
2814,183.0
2815,164.0
2816,157.0
2817,141.0
2818,140.0
2819,131.0
2820,97.0
2821,57.0
2822,53.0
2823,58.0
2824,58.0
2825,62.0
2826,66.0
2827,63.0
2828,57.0
2829,55.0
2830,48.0
2831,42.0
2832,20.0
2833,38.0
2834,58.0
2835,81.0
2836,120.0
2837,169.0
2838,194.0
2839,214.0
2840,221.0
2841,241.0
2842,240.0
2843,247.0
2844,226.0
2845,177.0
2846,148.0
2847,128.0
2848,108.0
2849,74.0
2850,70.0
2851,80.0
2852,91.0
2853,90.0
2854,90.0
2855,84.0
2856,75.0
2857,65.0
2858,53.0
2859,58.0
2860,70.0
2861,81.0
2862,98.0
2863,148.0
2864,162.0
2865,186.0
2866,172.0
2867,180.0
2868,173.0
2869,147.0
2870,120.0
2871,168.0
2872,170.0
2873,153.0
2874,145.0
2875,131.0
2876,135.0
2877,129.0
2878,129.0
2879,81.0
2880,52.0
2881,50.0
2882,53.0
2883,55.0
2884,52.0
2885,59.0
2886,55.0
2887,53.0
2888,49.0
2889,41.0
2890,40.0
2891,16.0
2892,28.0
2893,47.0
2894,85.0
2895,116.0
2896,165.0
2897,195.0
2898,211.0
2899,219.0
2900,236.0
2901,231.0
2902,214.0
2903,198.0
2904,170.0
2905,136.0
2906,93.0
2907,74.0
2908,49.0
2909,46.0
2910,62.0
2911,62.0
2912,68.0
2913,65.0
2914,63.0
2915,55.0
2916,46.0
2917,42.0
2918,49.0
2919,53.0
2920,61.0
2921,78.0
2922,89.0
2923,106.0
2924,108.0
2925,112.0
2926,101.0
2927,88.0
2928,84.0
2929,67.0
2930,99.0
2931,120.0
2932,124.0
2933,126.0
2934,126.0
2935,124.0
2936,122.0
2937,108.0
2938,61.0
2939,48.0
2940,39.0
2941,47.0
2942,44.0
2943,44.0
2944,44.0
2945,48.0
2946,45.0
2947,41.0
2948,40.0
2949,39.0
2950,13.0
2951,26.0
2952,38.0
2953,73.0
2954,112.0
2955,156.0
2956,186.0
2957,205.0
2958,215.0
2959,218.0
2960,222.0
2961,205.0
2962,171.0
2963,128.0
2964,92.0
2965,67.0
2966,46.0
2967,32.0
2968,32.0
2969,37.0
2970,49.0
2971,55.0
2972,50.0
2973,49.0
2974,37.0
2975,28.0
2976,29.0
2977,40.0
2978,47.0
2979,53.0
2980,58.0
2981,74.0
2982,72.0
2983,79.0
2984,79.0
2985,86.0
2986,65.0
2987,57.0
2988,45.0
2989,57.0
2990,77.0
2991,107.0
2992,115.0
2993,115.0
2994,111.0
2995,95.0
2996,68.0
2997,43.0
2998,36.0
2999,29.0
3000,29.0
3001,44.0
3002,40.0
3003,37.0
3004,38.0
3005,37.0
3006,33.0
3007,32.0
3008,19.0
