Grid_Number,Education
0,40.0
1,58.0
2,87.0
3,100.0
4,107.0
5,139.0
6,181.0
7,190.0
8,179.0
9,179.0
10,116.0
11,86.0
12,56.0
13,24.0
14,10.0
15,9.0
16,9.0
17,3.0
18,2.0
19,2.0
20,3.0
21,20.0
22,74.0
23,87.0
24,89.0
25,89.0
26,94.0
27,125.0
28,115.0
29,114.0
30,123.0
31,108.0
32,64.0
33,57.0
34,35.0
35,19.0
36,16.0
37,16.0
38,70.0
39,106.0
40,167.0
41,253.0
42,315.0
43,293.0
44,298.0
45,297.0
46,310.0
47,297.0
48,257.0
49,186.0
50,131.0
51,115.0
52,86.0
53,89.0
54,96.0
55,122.0
56,109.0
57,89.0
58,85.0
59,152.0
60,157.0
61,168.0
62,173.0
63,184.0
64,202.0
65,200.0
66,187.0
67,180.0
68,197.0
69,209.0
70,176.0
71,128.0
72,96.0
73,60.0
74,26.0
75,17.0
76,111.0
77,162.0
78,257.0
79,367.0
80,459.0
81,503.0
82,458.0
83,454.0
84,441.0
85,462.0
86,411.0
87,310.0
88,239.0
89,207.0
90,244.0
91,230.0
92,184.0
93,196.0
94,215.0
95,218.0
96,231.0
97,280.0
98,260.0
99,270.0
100,264.0
101,297.0
102,306.0
103,319.0
104,305.0
105,275.0
106,248.0
107,263.0
108,262.0
109,194.0
110,155.0
111,107.0
112,57.0
113,28.0
114,136.0
115,222.0
116,297.0
117,411.0
118,509.0
119,556.0
120,571.0
121,171.0
122,574.0
123,576.0
124,547.0
125,472.0
126,412.0
127,379.0
128,384.0
129,352.0
130,341.0
131,290.0
132,309.0
133,336.0
134,372.0
135,406.0
136,384.0
137,352.0
138,367.0
139,399.0
140,416.0
141,445.0
142,444.0
143,400.0
144,361.0
145,348.0
146,338.0
147,318.0
148,260.0
149,198.0
150,162.0
151,76.0
152,158.0
153,224.0
154,324.0
155,446.0
156,539.0
157,588.0
158,200.0
159,227.0
160,200.0
161,690.0
162,86.0
163,115.0
164,574.0
165,543.0
166,544.0
167,519.0
168,465.0
169,426.0
170,444.0
171,474.0
172,497.0
173,500.0
174,498.0
175,465.0
176,497.0
177,552.0
178,548.0
179,544.0
180,583.0
181,117.0
182,123.0
183,460.0
184,454.0
185,411.0
186,366.0
187,303.0
188,242.0
189,158.0
190,188.0
191,230.0
192,112.0
193,168.0
194,169.0
195,188.0
196,220.0
197,253.0
198,218.0
199,173.0
200,140.0
201,170.0
202,140.0
203,674.0
204,705.0
205,661.0
206,117.0
207,557.0
208,148.0
209,560.0
210,597.0
211,590.0
212,616.0
213,597.0
214,167.0
215,644.0
216,670.0
217,656.0
218,652.0
219,148.0
220,128.0
221,141.0
222,133.0
223,107.0
224,477.0
225,404.0
226,354.0
227,217.0
228,189.0
229,228.0
230,285.0
231,151.0
232,159.0
233,171.0
234,191.0
235,197.0
236,175.0
237,164.0
238,184.0
239,221.0
240,186.0
241,178.0
242,802.0
243,803.0
244,173.0
245,200.0
246,172.0
247,151.0
248,151.0
249,154.0
250,179.0
251,165.0
252,160.0
253,132.0
254,122.0
255,140.0
256,136.0
257,145.0
258,141.0
259,155.0
260,142.0
261,146.0
262,557.0
263,467.0
264,400.0
265,307.0
266,175.0
267,219.0
268,263.0
269,347.0
270,432.0
271,110.0
272,97.0
273,115.0
274,128.0
275,155.0
276,178.0
277,206.0
278,215.0
279,195.0
280,173.0
281,176.0
282,169.0
283,172.0
284,186.0
285,150.0
286,154.0
287,168.0
288,165.0
289,130.0
290,151.0
291,156.0
292,155.0
293,155.0
294,177.0
295,147.0
296,130.0
297,134.0
298,122.0
299,672.0
300,604.0
301,483.0
302,386.0
303,326.0
304,126.0
305,193.0
306,233.0
307,279.0
308,344.0
309,428.0
310,484.0
311,544.0
312,590.0
313,93.0
314,127.0
315,158.0
316,185.0
317,217.0
318,226.0
319,194.0
320,868.0
321,143.0
322,134.0
323,121.0
324,135.0
325,130.0
326,149.0
327,165.0
328,143.0
329,122.0
330,133.0
331,152.0
332,186.0
333,164.0
334,828.0
335,136.0
336,153.0
337,164.0
338,171.0
339,500.0
340,386.0
341,311.0
342,58.0
343,123.0
344,173.0
345,217.0
346,264.0
347,320.0
348,359.0
349,411.0
350,399.0
351,492.0
352,564.0
353,671.0
354,137.0
355,190.0
356,213.0
357,152.0
358,182.0
359,164.0
360,128.0
361,98.0
362,109.0
363,114.0
364,153.0
365,181.0
366,122.0
367,780.0
368,745.0
369,690.0
370,188.0
371,181.0
372,170.0
373,181.0
374,153.0
375,143.0
376,127.0
377,170.0
378,161.0
379,290.0
380,4.0
381,20.0
382,73.0
383,97.0
384,135.0
385,148.0
386,173.0
387,211.0
388,272.0
389,351.0
390,431.0
391,560.0
392,639.0
393,124.0
394,173.0
395,167.0
396,149.0
397,144.0
398,136.0
399,122.0
400,108.0
401,141.0
402,138.0
403,146.0
404,785.0
405,718.0
406,671.0
407,627.0
408,139.0
409,567.0
410,138.0
411,139.0
412,597.0
413,549.0
414,516.0
415,425.0
416,111.0
417,276.0
418,7.0
419,7.0
420,7.0
421,5.0
422,9.0
423,18.0
424,35.0
425,66.0
426,129.0
427,218.0
428,322.0
429,450.0
430,542.0
431,650.0
432,169.0
433,815.0
434,147.0
435,138.0
436,132.0
437,124.0
438,125.0
439,167.0
440,143.0
441,724.0
442,761.0
443,702.0
444,689.0
445,604.0
446,566.0
447,488.0
448,492.0
449,477.0
450,488.0
451,487.0
452,458.0
453,380.0
454,317.0
455,235.0
456,8.0
457,8.0
458,8.0
459,7.0
460,9.0
461,4.0
462,8.0
463,15.0
464,32.0
465,117.0
466,220.0
467,8.0
468,33.0
469,74.0
470,652.0
471,147.0
472,150.0
473,142.0
474,140.0
475,164.0
476,148.0
477,184.0
478,146.0
479,767.0
480,801.0
481,712.0
482,676.0
483,565.0
484,521.0
485,424.0
486,361.0
487,385.0
488,330.0
489,319.0
490,340.0
491,309.0
492,231.0
493,186.0
494,7.0
495,8.0
496,8.0
497,10.0
498,9.0
499,8.0
500,4.0
501,7.0
502,13.0
503,21.0
504,115.0
505,4.0
506,32.0
507,61.0
508,641.0
509,720.0
510,174.0
511,164.0
512,146.0
513,151.0
514,181.0
515,177.0
516,747.0
517,747.0
518,750.0
519,717.0
520,603.0
521,523.0
522,522.0
523,460.0
524,415.0
525,336.0
526,242.0
527,240.0
528,225.0
529,200.0
530,154.0
531,136.0
532,7.0
533,7.0
534,8.0
535,10.0
536,10.0
537,9.0
538,5.0
539,6.0
540,7.0
541,15.0
542,60.0
543,190.0
544,314.0
545,450.0
546,540.0
547,596.0
548,165.0
549,166.0
550,152.0
551,133.0
552,148.0
553,161.0
554,176.0
555,687.0
556,633.0
557,642.0
558,584.0
559,532.0
560,538.0
561,510.0
562,432.0
563,319.0
564,265.0
565,185.0
566,138.0
567,98.0
568,91.0
569,79.0
570,10.0
571,10.0
572,10.0
573,9.0
574,10.0
575,13.0
576,11.0
577,11.0
578,13.0
579,15.0
580,46.0
581,158.0
582,259.0
583,364.0
584,401.0
585,478.0
586,168.0
587,135.0
588,122.0
589,662.0
590,630.0
591,628.0
592,161.0
593,171.0
594,582.0
595,158.0
596,153.0
597,518.0
598,530.0
599,484.0
600,411.0
601,325.0
602,252.0
603,194.0
604,134.0
605,119.0
606,91.0
607,79.0
608,20.0
609,24.0
610,18.0
611,10.0
612,15.0
613,14.0
614,12.0
615,12.0
616,12.0
617,17.0
618,52.0
619,121.0
620,218.0
621,313.0
622,357.0
623,415.0
624,146.0
625,482.0
626,521.0
627,538.0
628,518.0
629,510.0
630,525.0
631,513.0
632,161.0
633,169.0
634,177.0
635,150.0
636,546.0
637,553.0
638,520.0
639,430.0
640,339.0
641,282.0
642,283.0
643,228.0
644,173.0
645,118.0
646,33.0
647,33.0
648,33.0
649,33.0
650,23.0
651,15.0
652,13.0
653,13.0
654,13.0
655,14.0
656,54.0
657,88.0
658,172.0
659,245.0
660,277.0
661,110.0
662,350.0
663,377.0
664,444.0
665,428.0
666,424.0
667,404.0
668,424.0
669,458.0
670,515.0
671,502.0
672,164.0
673,179.0
674,579.0
675,568.0
676,547.0
677,511.0
678,435.0
679,395.0
680,367.0
681,292.0
682,237.0
683,175.0
684,33.0
685,33.0
686,33.0
687,41.0
688,30.0
689,20.0
690,13.0
691,13.0
692,13.0
693,14.0
694,43.0
695,66.0
696,119.0
697,155.0
698,216.0
699,239.0
700,253.0
701,274.0
702,307.0
703,323.0
704,277.0
705,266.0
706,320.0
707,416.0
708,452.0
709,511.0
710,566.0
711,558.0
712,179.0
713,573.0
714,541.0
715,514.0
716,471.0
717,469.0
718,381.0
719,311.0
720,259.0
721,191.0
722,31.0
723,31.0
724,31.0
725,41.0
726,37.0
727,22.0
728,12.0
729,13.0
730,13.0
731,13.0
732,30.0
733,57.0
734,77.0
735,122.0
736,157.0
737,177.0
738,198.0
739,193.0
740,179.0
741,143.0
742,110.0
743,130.0
744,189.0
745,323.0
746,395.0
747,476.0
748,520.0
749,553.0
750,553.0
751,544.0
752,521.0
753,518.0
754,484.0
755,484.0
756,379.0
757,312.0
758,260.0
759,195.0
760,31.0
761,31.0
762,31.0
763,35.0
764,32.0
765,24.0
766,12.0
767,12.0
768,13.0
769,11.0
770,12.0
771,47.0
772,49.0
773,77.0
774,121.0
775,127.0
776,138.0
777,128.0
778,95.0
779,26.0
780,65.0
781,94.0
782,117.0
783,184.0
784,249.0
785,345.0
786,413.0
787,467.0
788,494.0
789,500.0
790,505.0
791,502.0
792,459.0
793,468.0
794,369.0
795,296.0
796,252.0
797,194.0
798,27.0
799,27.0
800,27.0
801,34.0
802,31.0
803,22.0
804,11.0
805,9.0
806,9.0
807,11.0
808,11.0
809,11.0
810,38.0
811,49.0
812,69.0
813,83.0
814,88.0
815,53.0
816,16.0
817,17.0
818,18.0
819,36.0
820,48.0
821,53.0
822,106.0
823,193.0
824,258.0
825,340.0
826,409.0
827,459.0
828,479.0
829,441.0
830,426.0
831,415.0
832,350.0
833,278.0
834,222.0
835,176.0
